LOAN_ID,snapshot_date,nps_score,nps_category,BALANCE,TOTAL_PAID,ARREARS,DAYS_PAST_DUE,BALANCE_DUE_STATUS,ACCOUNT_STATUS_L2,happy_with_device_quality,happy_with_service,experienced_payment_delay,difficulty_getting_support,phone_locked_despite_payment,PRODUCT_NAME,LOAN_TERM,dpd_bucket,payment_performance
rec2bASf3AHIiK53z,2025-12-30,1.0,Detractor,48599.0,10380,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Unknown
rec2bwDMUeCI0113b,2025-12-30,5.0,Detractor,29190.0,51599,1390.0,1,Arrears,Inactive,Yes,No,Yes,"No, I have never looked for customer care",No,Samsung-Galaxy-S22-Plus-128GB,12M,1-30 DPD,Fair
rec2dBmZcslSVR7tN,2025-12-30,4.0,Detractor,30080.0,89299,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S22-Ultra-128GB,12M,Current,Good
rec2gZc6072hZMJiX,2025-12-30,6.0,Detractor,20670.0,17689,7470.0,80,Arrears,PAR 30,Yes,Yes,,,,Apple-iPhone-XR-64GB,12M,61-90 DPD,Poor
rec2hc8U99dmeuuey,2025-12-30,10.0,Promoter,0.0,75559,0.0,0,advance,Paid Off,Yes,Yes,No,No,,Samsung-Galaxy-S10-Plus-128GB,12M,Current,Unknown
rec2j1ExSDuInLqMm,2025-12-30,8.0,Passive,49210.0,28119,1330.0,1,Arrears,Inactive,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec2kIaGsm8FzKH0r,2025-12-30,3.0,Detractor,0.0,73939,100.0,0,Arrears,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Fair
rec2mSDn9xDb5fQed,2025-12-30,6.0,Detractor,73120.0,21869,55630.0,239,Arrears,PAR 30,No,No,Yes,No,,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec2ngZA51mmSkgIf,2025-12-30,8.0,Passive,34400.0,20759,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,STDHIGH,Current,Unknown
rec2nkcjtNuETMV42,2025-12-30,6.0,Detractor,0.0,95859,0.0,0,up to date,Paid Off,Yes,Yes,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec2t7xGQzAhRFuqG,2025-12-30,10.0,Promoter,13860.0,31009,0.0,0,up to date,Active,Yes,Yes,Yes,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec2wNKSIr3ElpaZ3,2025-12-30,10.0,Promoter,0.0,35649,2600.0,0,Arrears,Paid Off,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,Current,Fair
rec2wYlnrBtKmrsZX,2025-12-30,5.0,Detractor,29700.0,34299,0.0,0,up to date,Active,No,No,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec2wkfTHArA3wyaQ,2025-12-30,8.0,Passive,15540.0,27499,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec2wvCWYnyCEgZq8,2025-12-30,4.0,Detractor,28019.0,17260,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Unknown
rec2z8M77AbK9w9JI,2025-12-30,10.0,Promoter,43520.0,35539,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec33933amrPEBxwf,2025-12-30,1.0,Detractor,0.0,73919,100.0,0,Arrears,Paid Off,,,,,,Samsung-Note-10-256GB,12M,Current,Fair
rec34Dciio7i24AK1,2025-12-30,10.0,Promoter,50750.0,40999,0.0,0,advance,Active,No,Yes,No,No,No,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Unknown
rec350pa7hCXqNAlu,2025-12-30,4.0,Detractor,12580.0,30459,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec35pCFMfXoNG4l4,2025-12-30,10.0,Promoter,13950.0,12299,0.0,0,up to date,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec36huwiNfDs0GKz,2025-12-30,9.0,Promoter,14400.0,44519,14400.0,417,Arrears,PAR 30,Yes,Yes,Yes,No,Yes,Apple-iPhone-X-64GB,12M,90+ DPD,Poor
rec37jf04C4ikGi7h,2025-12-30,10.0,Promoter,8140.0,34999,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,Current,Good
rec39jB9jdNgk5M4J,2025-12-30,0.0,Detractor,860.0,49299,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A15-128GB,12M,Current,Good
rec3AdDb7h8NyApR1,2025-12-30,10.0,Promoter,0.0,39039,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S9-64GB,12M,Current,Good
rec3B8YjLyaELTIyl,2025-12-30,10.0,Promoter,27880.0,71559,1640.0,0,Arrears,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-256GB,12M,Current,Fair
rec3C5WH78yK9Ba2S,2025-12-30,0.0,Detractor,23980.0,39709,9810.0,61,Arrears,PAR 30,No,Yes,Yes,No,Yes,Samsung-Note-20-128GB,12M,61-90 DPD,Poor
rec3CaozVqnh7mxra,2025-12-30,10.0,Promoter,42000.0,21979,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
rec3E8YqU9dzW9GmA,2025-12-30,10.0,Promoter,13860.0,31009,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec3F60HEZQdHj8kA,2025-12-30,10.0,Promoter,11130.0,83859,0.0,0,up to date,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec3FiAfKemo21czG,2025-12-30,10.0,Promoter,21460.0,16799,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec3Lex7s5kXtVCnv,2025-12-30,10.0,Promoter,18620.0,59109,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Good
rec3MGlYTgCEZkrxn,2025-12-30,10.0,Promoter,0.0,94989,0.0,0,advance,Paid Off,Yes,Yes,Yes,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec3P2R23XDA5NgLz,2025-12-30,10.0,Promoter,0.0,95959,0.0,0,advance,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec3PJGbKifs4C0hQ,2025-12-30,0.0,Detractor,31160.0,68279,0.0,0,up to date,Active,No,No,Yes,Yes,No,Samsung-Note-20-Ultra-256GB,12M,Current,Good
rec3PmlVetqC6TLZq,2025-12-30,0.0,Detractor,59580.0,8999,24919.0,104,Arrears,Return,No,No,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
rec3RsSYcfdmWh6pa,2025-12-30,3.0,Detractor,0.0,36999,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S10-512GB,12M,Current,Good
rec3SapSmLoM5Oli2,2025-12-30,0.0,Detractor,20060.0,48519,0.0,0,advance,Active,No,No,No,Yes,No,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
rec3SiZAeyeF6eIuI,2025-12-30,7.0,Passive,11900.0,87399,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S22-Plus-128GB,12M,Current,Good
rec3THNTGVJLBwXBt,2025-12-30,8.0,Passive,0.0,68859,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Good
rec3U7ldQW66d8gfC,2025-12-30,6.0,Detractor,60690.0,9209,60690.0,547,Arrears,Return,,,,,,Samsung-Galaxy-S10-512GB,12M,90+ DPD,Poor
rec3UALUCyFEPeW1z,2025-12-30,10.0,Promoter,33660.0,24559,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Unknown
rec3WdMPohrSLtu0s,2025-12-30,10.0,Promoter,33000.0,30199,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Plus-5G-128GB,STDHIGH,Current,Good
rec3X8mg7QofWWCnJ,2025-12-30,10.0,Promoter,57810.0,15019,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Ultra-DP10-128GB,12M,Current,Good
rec3XJNCOOQHPkTfv,2025-12-30,4.0,Detractor,14690.0,51339,1130.0,2,Arrears,Inactive,,,,,,Samsung-Note-10-256GB,12M,1-30 DPD,Fair
rec3YEhYfiNLJqQPX,2025-12-30,2.0,Detractor,14800.0,28239,740.0,0,Arrears,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Fair
rec3YVNBYbNvcAN9Q,2025-12-30,3.0,Detractor,19380.0,39939,0.0,0,advance,Active,No,No,Yes,Yes,Yes,Samsung-Note-10-256GB,12M,Current,Unknown
rec3ZrgTHmAsrtCcR,2025-12-30,7.0,Passive,24150.0,15839,690.0,0,Arrears,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A42-5G-128GB,12M,Current,Fair
rec3aJNIBHgYttCDH,2025-12-30,10.0,Promoter,10550.0,60669,0.0,0,advance,Active,Yes,Yes,Yes,No,Yes,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec3b2ktZlms6GIAP,2025-12-30,0.0,Detractor,46440.0,15139,1080.0,0,Arrears,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Fair
rec3bHcBQLGnWwaIc,2025-12-30,10.0,Promoter,44280.0,17299,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Unknown
rec3dMHrZqjZI79xv,2025-12-30,8.0,Passive,40150.0,15719,130.0,3,Arrears,Inactive,,,,,,Samsung-Galaxy-S20-Ultra-128GB,STDHIGH,1-30 DPD,Fair
rec3dXg7fqny1Fcpg,2025-12-30,10.0,Promoter,78759.0,35030,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Unknown
rec3eau2oGDI5v1bi,2025-12-30,10.0,Promoter,39800.0,86189,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Good
rec3ev7dYE67bSxBO,2025-12-30,9.0,Promoter,0.0,50999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Good
rec3fAsVYD9Ebn59x,2025-12-30,5.0,Detractor,28210.0,24599,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec3gUMeQnifHztnY,2025-12-30,9.0,Promoter,16069.0,132210,16069.0,179,Arrears,PAR 30,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S22-Ultra-256GB,12M,90+ DPD,Poor
rec3gXpzWEB7nTmx1,2025-12-30,9.0,Promoter,39090.0,69119,1470.0,1,Arrears,Inactive,Yes,Yes,No,"No, I have never looked for customer care",No,Apple-iPhone-12-Pro-256GB,12M,1-30 DPD,Fair
rec3jafQV39bXRAey,2025-12-30,5.0,Detractor,18310.0,50219,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
rec3mhedWUOmCoyJ5,2025-12-30,10.0,Promoter,23760.0,14499,660.0,1,Arrears,Inactive,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,1-30 DPD,Fair
rec3mlmw1Bx8w6SQD,2025-12-30,9.0,Promoter,2760.0,42799,2760.0,115,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
rec3nIImsPIlJVe1j,2025-12-30,10.0,Promoter,19740.0,18519,0.0,0,advance,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec3nhmXyAyajxDLH,2025-12-30,10.0,Promoter,0.0,45979,100.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-A14-128GB,12M,Current,Fair
rec3oP3MOwA1HtSkh,2025-12-30,8.0,Passive,43710.0,38099,1410.0,3,Arrears,Inactive,Yes,No,Yes,"No, I have never looked for customer care",No,Apple-iPhone-11-128GB,12M,1-30 DPD,Fair
rec3p5dCXCAdFi9kG,2025-12-30,10.0,Promoter,27880.0,71559,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-256GB,12M,Current,Unknown
rec3scoJ7SHTTTre0,2025-12-30,6.0,Detractor,6620.0,23189,0.0,0,advance,Active,No,Yes,Yes,No,,Samsung-Galaxy-A06-128GB,12M,Current,Unknown
rec3tjaCUUXFtpFOx,2025-12-30,4.0,Detractor,68200.0,21849,20150.0,89,Arrears,PAR 30,No,No,No,Yes,No,Samsung-Note-20-Ultra-128GB,12M,61-90 DPD,Poor
rec43kJOIvArTnLxp,2025-12-30,5.0,Detractor,19140.0,19119,0.0,0,up to date,Active,Yes,Yes,Yes,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec45R6dqdxTudJf6,2025-12-30,0.0,Detractor,68200.0,21849,10850.0,47,Arrears,PAR 30,,,,,,Apple-iPhone-13-128GB,12M,31-60 DPD,Poor
rec46mKhkH4Cd0c83,2025-12-30,0.0,Detractor,48100.0,11649,9250.0,59,Arrears,Return,,,,,,Samsung-Note-20-128GB,12M,31-60 DPD,Poor
rec46zWg0IDkqq4Vs,2025-12-30,7.0,Passive,88740.0,12739,88740.0,501,Arrears,Return,Yes,Yes,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
rec478JIPMzr28rPs,2025-12-30,8.0,Passive,0.0,82419,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S22-5G-128GB,12M,Current,Good
rec47arUKhJ60rHUp,2025-12-30,8.0,Passive,9000.0,100199,0.0,0,up to date,Active,,Yes,,,,Samsung-Note-20-Ultra-256GB,12M,Current,Good
rec48Y6aXsP4yKgIn,2025-12-30,0.0,Detractor,0.0,133359,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S22-Ultra-128GB,12M,Current,Good
rec4B9MUt2z2Q7mBO,2025-12-30,9.0,Promoter,71040.0,50679,0.0,0,up to date,Active,Yes,Yes,No,Yes,,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Good
rec4BvCKIrZtWHxYP,2025-12-30,10.0,Promoter,25460.0,13879,25460.0,690,Arrears,Return,,,,,,Samsung-Galaxy-S8-64GB,12M,90+ DPD,Poor
rec4CI6Dyqc0mRTxT,2025-12-30,10.0,Promoter,83159.0,21150,0.0,0,advance,Active,,,,,,Apple-iPhone-13-Pro-256GB,12M,Current,Unknown
rec4COfhxmHvFzPRI,2025-12-30,9.0,Promoter,0.0,154469,2670.0,0,Arrears,Paid Off,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Fair
rec4FhF8vNlkm3sSq,2025-12-30,10.0,Promoter,49680.0,14299,5400.0,28,Arrears,PAR 7,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,1-30 DPD,Fair
rec4Hpr2QIi83mcnW,2025-12-30,1.0,Detractor,40780.0,38279,6780.0,28,Arrears,PAR 7,No,No,Yes,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec4JMuwyiAnTMTNg,2025-12-30,6.0,Detractor,24650.0,24699,5100.0,39,Arrears,PAR 30,Yes,No,No,No,No,Samsung-Galaxy-S10-128GB,12M,31-60 DPD,Poor
rec4JpDRBGK0hF724,2025-12-30,9.0,Promoter,13090.0,31779,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec4KCAmpmTNDaARB,2025-12-30,4.0,Detractor,34770.0,11309,34770.0,532,Arrears,PAR 30,Yes,Yes,No,Yes,,Samsung-Galaxy-A14-128GB,12M,90+ DPD,Poor
rec4LfN0jtORYtqor,2025-12-30,7.0,Passive,6080.0,38179,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,Current,Good
rec4Ln3H3b3TIG6Yd,2025-12-30,5.0,Detractor,20020.0,24849,6930.0,58,Arrears,PAR 30,Yes,Yes,No,No,Yes,Samsung-Galaxy-A16-128GB,12M,31-60 DPD,Poor
rec4NcoE9YdQm8qUH,2025-12-30,9.0,Promoter,66420.0,23629,19920.0,87,Arrears,PAR 30,,,,,,Samsung-Note-20-Ultra-128GB,12M,61-90 DPD,Poor
rec4ODThson3KnJwc,2025-12-30,9.0,Promoter,21250.0,28349,21250.0,213,Arrears,Return,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,90+ DPD,Poor
rec4Oee1c2NR2w4Zq,2025-12-30,2.0,Detractor,13090.0,31779,0.0,0,up to date,Active,No,No,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec4RE1GwDBphY3hM,2025-12-30,3.0,Detractor,67830.0,9899,60439.0,269,Arrears,Return,No,No,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
rec4Rg9M5YYeM0gla,2025-12-30,7.0,Passive,33810.0,51559,7350.0,28,Arrears,PAR 7,No,Yes,Yes,No,No,Samsung-Note-20-Ultra-128GB,12M,1-30 DPD,Fair
rec4W3Nbk9yndMvgV,2025-12-30,5.0,Detractor,0.0,74499,18940.0,0,Arrears,Paid Off,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Fair
rec4WKXxiHPeUTNbu,2025-12-30,8.0,Passive,42160.0,36899,1360.0,0,Arrears,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Fair
rec4WQJ9N6UkT4owq,2025-12-30,5.0,Detractor,26040.0,26899,0.0,0,up to date,Active,No,No,Yes,Yes,No,Samsung-Galaxy-S20-Plus-5G-128GB,STDHIGH,Current,Good
rec4YPsvm2M9uOV6A,2025-12-30,1.0,Detractor,0.0,171299,100.0,0,Arrears,Paid Off,No,No,Yes,Yes,Yes,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Fair
rec4ZC1ooQtrIUWuI,2025-12-30,5.0,Detractor,38880.0,23899,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec4ZZqW5XwWNPKs9,2025-12-30,1.0,Detractor,20460.0,17799,660.0,0,Arrears,Active,Yes,No,No,Yes,No,Samsung-Galaxy-A16-128GB,12M,Current,Fair
rec4a3SY7wyV3e8os,2025-12-30,6.0,Detractor,13050.0,13199,0.0,0,up to date,Active,Yes,Yes,Yes,Yes,No,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec4b6PtEP8BStI9X,2025-12-30,8.0,Passive,0.0,91859,100.0,0,Arrears,Paid Off,,,,,,Apple-iPhone-11-64GB,12M,Current,Fair
rec4d46T67799i4oL,2025-12-30,3.0,Detractor,11960.0,41679,11960.0,118,Arrears,PAR 30,No,Yes,No,Yes,No,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
rec4fLoer7gWDErnX,2025-12-30,10.0,Promoter,46740.0,19799,45600.0,276,Arrears,Return,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-S21-5G-128GB,12M,90+ DPD,Poor
rec4fZqbuemGwnwZF,2025-12-30,10.0,Promoter,0.0,92579,500.0,0,Arrears,Paid Off,,,,,,Apple-iPhone-11-128GB,12M,Current,Fair
rec4g4JZKQ2JqPEE6,2025-12-30,10.0,Promoter,43660.0,24919,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec4jGvDWcBvgjJqq,2025-12-30,10.0,Promoter,0.0,83499,2820.0,0,Arrears,Paid Off,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Fair
rec4jH2kp3qwzqeJM,2025-12-30,8.0,Passive,20460.0,17799,660.0,0,Arrears,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,12M,Current,Fair
rec4kwwNxagCW342s,2025-12-30,7.0,Passive,32136.0,49673,0.0,0,advance,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec4l566KPOWnBxzT,2025-12-30,10.0,Promoter,23750.0,31599,8550.0,59,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,31-60 DPD,Poor
rec4mbScaK9uUoXKK,2025-12-30,0.0,Detractor,39780.0,18439,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec4n5DxFhSCBsEDb,2025-12-30,1.0,Detractor,31650.0,17699,11250.0,97,Arrears,PAR 30,Yes,Yes,Yes,No,No,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
rec4oIBuIQtVCtVwA,2025-12-30,0.0,Detractor,0.0,66519,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Good
rec4uZpLHSdqhTx4d,2025-12-30,6.0,Detractor,13680.0,30579,7600.0,64,Arrears,Return,Yes,No,No,Yes,No,Samsung-Galaxy-A42-5G-128GB,12M,61-90 DPD,Poor
rec4v2nPlbEbBQntj,2025-12-30,2.0,Detractor,25750.0,39269,3350.0,19,Arrears,PAR 7,Yes,Yes,,,,Samsung-Note-20-128GB,12M,1-30 DPD,Fair
rec4wZSAvf22Eu6Ou,2025-12-30,0.0,Detractor,50740.0,17839,21240.0,120,Arrears,PAR 30,Yes,No,No,Yes,No,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
rec4ywtKX7MgJ5the,2025-12-30,9.0,Promoter,0.0,53499,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec4zAYoZfCgJSyUx,2025-12-30,8.0,Passive,119040.0,27059,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Good
rec50bP9wtnmjockb,2025-12-30,5.0,Detractor,40800.0,38259,0.0,0,up to date,Active,Yes,No,Yes,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec50k9hdNh9JcdUD,2025-12-30,10.0,Promoter,0.0,14999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec515sAXR8r095U2,2025-12-30,9.0,Promoter,9500.0,19499,0.0,0,up to date,Active,Yes,Yes,No,No,Yes,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec51hQNvEnNnFQvp,2025-12-30,9.0,Promoter,0.0,29999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,Current,Good
rec52Ba19b3mcGPTr,2025-12-30,10.0,Promoter,0.0,30519,9660.0,0,Arrears,Paid Off,Yes,Yes,No,No,No,Samsung-Galaxy-S9-64GB,12M,Current,Fair
rec52YB39i1DPtELv,2025-12-30,4.0,Detractor,50700.0,69189,0.0,0,up to date,Active,No,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S22-Ultra-256GB,3M,Current,Good
rec52hu5uuteTeSVL,2025-12-30,4.0,Detractor,12300.0,13809,0.0,0,up to date,Active,Yes,Yes,,,,Samsung-Galaxy-A06-128GB,STDHIGH,Current,Good
rec53E3OyJBVAdLJb,2025-12-30,8.0,Passive,0.0,43499,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,STDHIGH,Current,Unknown
rec55f52RE9uLQuGK,2025-12-30,0.0,Detractor,16900.0,58999,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec57hI40IWkwN2xm,2025-12-30,10.0,Promoter,8109.0,30930,8109.0,139,Arrears,PAR 30,No,Yes,Yes,No,No,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
rec57sbHkkxMHIydU,2025-12-30,4.0,Detractor,33000.0,30999,6600.0,37,Arrears,PAR 30,No,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,31-60 DPD,Poor
rec58PFtCOTGKCyj0,2025-12-30,10.0,Promoter,60099.0,29950,2749.0,10,Arrears,PAR 7,Yes,Yes,Yes,No,No,Samsung-Note-20-Ultra-128GB,12M,1-30 DPD,Fair
rec5AwdUgoLMWAbDT,2025-12-30,5.0,Detractor,38990.0,51089,38990.0,273,Arrears,PAR 30,Yes,Yes,No,Yes,,Apple-iPhone-11-64GB,12M,90+ DPD,Poor
rec5B4YHTOK9ptRsS,2025-12-30,10.0,Promoter,42160.0,36899,0.0,0,up to date,Active,No,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec5BDV6m2K1SuSye,2025-12-30,7.0,Passive,11840.0,31199,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec5BQbDUw5MqBRlj,2025-12-30,9.0,Promoter,29399.0,46200,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec5C2Ii3TD7nj4Hs,2025-12-30,8.0,Passive,71200.0,36779,67640.0,265,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-256GB,12M,90+ DPD,Poor
rec5F6hvhSXINiHnr,2025-12-30,10.0,Promoter,24990.0,60379,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec5HAM4ISDQA04PM,2025-12-30,8.0,Passive,0.0,67719,100.0,0,Arrears,Paid Off,Yes,Yes,No,No,Yes,Samsung-Note-20-128GB,12M,Current,Fair
rec5IxI9JS9rodPCN,2025-12-30,1.0,Detractor,18200.0,57699,1300.0,1,Arrears,Inactive,No,No,Yes,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec5OdT8TCgd4s6IV,2025-12-30,5.0,Detractor,17100.0,38249,950.0,3,Arrears,PAR 30,,,,,,Samsung-Note-20-128GB,12M,1-30 DPD,Fair
rec5PPoQBOWbxG54t,2025-12-30,3.0,Detractor,10500.0,18499,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec5QdoOYIVY0jQ3y,2025-12-30,5.0,Detractor,20460.0,17799,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec5R7LjYhPhuniMH,2025-12-30,10.0,Promoter,35720.0,68149,1880.0,0,Arrears,Active,Yes,Yes,No,No,,Samsung-Galaxy-S22-Ultra-128GB,12M,Current,Fair
rec5RADOmfhDK3Zpd,2025-12-30,10.0,Promoter,37787.0,24992,1067.0,0,Arrears,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Fair
rec5Rg6hz54lSZG1Q,2025-12-30,10.0,Promoter,56500.0,9529,51980.0,318,Arrears,FMD,Yes,Yes,No,No,No,Samsung-Note-10-256GB,12M,90+ DPD,Poor
rec5RkBKW2kjzA6c5,2025-12-30,7.0,Passive,0.0,38799,1380.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-S9-64GB,12M,Current,Fair
rec5S4f2bAMnz4Ri0,2025-12-30,6.0,Detractor,36210.0,5209,41419.0,526,Arrears,Return,,,,,,Samsung-Galaxy-A32-5G-64GB,12M,90+ DPD,Poor
rec5TgjRFXsRz7MPT,2025-12-30,1.0,Detractor,52170.0,24969,52170.0,498,Arrears,Return,,,,,,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
